AnimalId,DOB,Sex,BehaviorMom,Sire,Dam 
E07,3/9/1982,m,649,,
E08,2/3/1982,m,789,,
E09,2/22/1982,m,681,,
E1,3/29/1965,m,JR,,
E10,2/2/1982,f,700,,
E11,3/14/1982,m,686,,
E12,1/31/1982,f,759,,
E13,3/28/1982,m,562,,
E14,3/8/1982,f,416,,
E15,2/16/1982,f,810,,
E16,2/21/1982,f,293,,
E17,3/15/1982,m,656,,656
E18,2/22/1982,f,857,,
E19,1/31/1982,f,485,,
E1T,1/1/1943,m,?,,
E2,5/27/1965,m,LI,,
E20,2/1/1982,m,763,,
E21,2/17/1982,m,682,,
E22,2/16/1982,m,784,,
E23,2/10/1982,m,809,,
E24,1/26/1982,m,Z1,,
E25,2/16/1982,m,563,,
E26,2/22/1982,f,554,,
E27,1/21/1982,m,9K,,
E28,2/18/1982,f,704,,
E29,1/30/1982,f,7H,,
E3,3/5/1965,f,007,,
E30,1/10/1982,f,616,,
E31,2/2/1982,f,885,,
E32,2/24/1982,m,417,,
E33,2/16/1982,m,827,,
E34,4/4/1982,m,565,,
E35,4/2/1982,m,XJ,,
E36,2/20/1982,m,820,,
E37,1/25/1982,f,327,,
E38,1/11/1982,f,782,,
E39,1/14/1982,f,615,,
E4,3/31/1965,f,KH,,
E40,1/29/1982,m,756,,
E41,2/16/1982,m,617,,
E42,1/1/1943,f,?,,
E42#,3/1/1982,m,494,,
E43,3/12/1982,f,757,,
E44,3/6/1982,m,625,,
E45,4/7/1982,f,946,,
E46,2/8/1982,m,555,,
E47,1/1/1943,f,?,,
E47#,2/8/1982,m,551,,
E48,2/15/1982,f,936,,
E49,1/13/1982,f,420,,
E5,2/19/1965,m,037,,
E50,2/4/1982,f,603,,
E51,2/17/1982,f,760,,
E52,2/9/1982,f,8K,,
E53,2/23/1982,m,624,,
E54,2/12/1982,m,234,,
E55,1/25/1982,f,501,,
E56,1/28/1982,f,773,,
E57,2/15/1982,f,308,,
E58,2/21/1982,f,701,,
E59,2/22/1982,m,729,,
E6,3/3/1965,m,JK,,
E60,1/30/1982,f,613,,
E61,3/1/1982,m,503,594,
E62,2/3/1982,m,573,,
E63,2/24/1982,m,679,,
E64,2/15/1982,m,576,,
E65,2/22/1982,f,929,,929
E66,1/31/1982,f,725,,
E67,3/22/1982,f,7L,,
E68,2/24/1982,m,YL,,
E69,3/2/1982,m,OT,,
E7,3/1/1965,f,AS,,
E70,2/21/1982,f,291,,
E71,2/27/1982,f,507,,
E72,3/15/1982,m,612,,
E73,2/27/1982,m,508,,
E74,5/10/1982,f,546,,
E75,1/25/1982,f,P8,,
E76,3/6/1982,f,408,,
E77,2/15/1982,f,486,,
E78,2/21/1982,f,812,,
E79,3/7/1982,m,518,,
E8,3/11/1965,f,012,,
E80,1/9/1982,f,734,,734
E81,3/6/1982,f,517,,
E82,3/5/1982,f,WX,,
E83,3/21/1982,m,643,,
E84,2/10/1982,m,859,,
E85,3/15/1982,f,646,,
E86,1/17/1982,m,733,,
E87,2/3/1982,m,870,,
E88,2/22/1982,m,633,,
E89,2/21/1982,m,WF,,
E9,3/12/1965,m,S012,,
E90,2/25/1982,f,883,,
E91,3/17/1982,m,A57,,
E92,2/22/1982,m,258,708,
E93,3/5/1982,m,668,658,
E94,2/18/1982,m,713,,
E95,2/6/1982,f,842,,
E96,2/19/1982,f,670,,
E97,2/8/1982,m,965,708,
E98,2/15/1982,f,846,,
E99,1/29/1982,m,431,,
EA,1/1/1954,f,?,,
EB,4/28/1959,m,115,,
EC,4/21/1959,m,AC,,
ED,1/1/1957,f,EA,,
EE,1/1/1958,m,058,,
EG,5/22/1959,m,122,,
EH,3/1/1959,m,035,,
EJ,4/6/1958,m,128,,
EK,1/1/1956,f,073,,
EL,5/22/1959,f,112,,
EM,5/7/1959,m,012,,
EN,4/3/1958,m,062,,
EP,4/15/1959,m,093,,
EQ,3/18/1958,f,130,,
ER,1/1/1958,m,073,,
ES,1/1/1956,m,AT,,
ET,5/29/1959,m,046,,
EU,1/1/1957,f,?,,
EW,1/1/1954,f,?,,
EX,2/16/1959,m,059,,
EY,3/13/1959,m,119,,
EZ,4/6/1959,m,073,,
F00,3/11/1982,m,710,689,
F01,1/1/1982,m,964,,
F02,3/8/1982,f,847,,
F03,2/23/1982,m,731,,
F04,2/22/1982,m,606,,
F05,3/7/1982,m,480,,
F06,3/23/1982,f,966,,
F07,2/24/1982,f,483,,
F08,2/19/1982,m,432,626,
F09,2/9/1982,f,955,,
F1,1/15/1965,m,090,,
F10,3/6/1982,m,584,,
F11,2/1/1982,f,472,669,472
F12,3/22/1982,m,796,,
F13,3/2/1982,f,LA,,
F14,1/2/1982,f,950,,
F16,2/8/1982,f,458,,
F17,3/3/1982,m,838,,
F18,3/21/1982,m,577,,
F19,2/22/1982,f,931,,
F2,3/10/1965,m,LV,,
F20,1/13/1982,f,692,,
F21,3/12/1982,f,939,,
F22,2/22/1982,f,937,,937
F23,2/22/1982,f,693,,
F24,2/7/1982,m,930,,
F25,3/27/1982,f,985,,985
F26,2/8/1982,m,510,,
F27,1/31/1982,m,FB,,
F28,4/9/1982,f,723,,
F29,3/1/1982,f,709,,
F3,4/29/1965,m,128,,
F30,2/1/1982,f,278,,
F31,3/2/1982,m,Z4,,
F32,2/17/1982,m,498,,
F33,1/21/1982,f,741,,
F34,2/28/1982,m,644,,
F35,1/25/1982,m,571,,
F36,4/26/1982,m,522,,522
F37,3/1/1982,f,238,,
F38,3/26/1982,f,572,,
F39,3/30/1982,m,671,,
F4,3/8/1965,m,JP,,
F40,3/12/1982,f,375,,
F41,2/28/1982,f,908,,
F42,2/3/1982,f,850,,
F43,2/10/1982,f,601,,
F44,3/7/1982,f,940,,
F45,5/23/1982,f,553,,
F46,1/31/1982,m,M7,,
F47,3/13/1983,m,736,,
F48,6/5/1983,m,514,,
F49,3/15/1983,f,518,,
F5,3/30/1965,f,112,,
F50,2/27/1983,f,751,,
F51,1/17/1983,m,793,,793
F52,1/2/1983,m,740,,
F53,3/21/1983,m,857,717,
F54,1/24/1983,m,989,,
F54x,1/29/1983,m,571,,
F55,2/13/1983,f,994,,
F56,3/18/1983,m,OT,,
F57,1/1/1983,m,643,,
F58,3/15/1983,m,293,,
F59,4/10/1983,f,859,,
F6,2/27/1965,f,LM,,
F60,4/4/1983,m,646,,
F61,5/3/1983,m,517,,
F62,2/5/1983,f,733,,
F63,1/20/1983,m,899,,
F64,2/8/1983,f,YL,,
F65,1/15/1983,f,438,,
F66,3/21/1983,f,472,,
F67,2/13/1983,m,832,,
F68,2/14/1983,f,790,717,
F69,3/15/1983,f,656,,
F7,4/9/1965,m,092,,
F70,1/2/1983,m,FC,,
F71,2/6/1983,m,FB,,
F72,2/5/1983,f,573,,
F73,2/13/1983,m,577,,
F74,3/17/1983,f,931,,931
F75,2/7/1983,f,693,,
F76,2/1/1983,f,700,,
F77,2/6/1983,m,789,,
F78,4/4/1983,m,408,,
F79,1/5/1983,m,874,,
F8,3/13/1965,m,S009,,
F80,2/10/1983,m,679,,
F81,2/12/1983,m,923,,
F82,4/24/1983,f,812,,
F83,1/13/1983,f,699,,
F84,3/7/1983,f,A71,,
F85,5/2/1983,m,7L,,
F86,2/1/1983,m,840,,
F87,1/31/1983,m,979,,
F88,1/15/1983,f,N2,,
F89,2/6/1983,m,A73,,
F9,3/10/1965,f,ED,,
F90,3/19/1983,f,649,,
F91,1/29/1983,f,773,,
F92,1/29/1983,m,688,,
F93,3/22/1983,f,612,,
F94,2/11/1983,f,546,,
F95,2/5/1983,f,613,,
F96,2/13/1983,f,685,,
F97,1/31/1983,f,655,,
F98,2/8/1983,m,308,,
F99,2/14/1983,f,984,,
FA,3/29/1961,m,003,,
FB,3/11/1964,f,065,,
FC,3/9/1964,f,K,,
FD,2/20/1964,m,EK,,
FE,2/1/1964,f,AH,,
FF,4/7/1964,f,HS,,
FG,2/21/1964,m,AS,,
FH,4/24/1964,f,CS,,
FI,2/8/1964,m,116,,
FJ,2/28/1964,m,081,,
FK,1/31/1964,m,R004,,
FL,2/18/1964,m,RB,,
FM,2/16/1964,f,041,,
FN,3/3/1964,f,HT,,
FO,2/5/1964,m,KK,,
FP,4/26/1964,m,DL,,
FQ,3/16/1964,f,038,,
FR,3/17/1964,f,EU,,
FS,3/2/1964,m,KR,,
FT,2/6/1964,m,DT,,
FU,3/4/1964,m,BJ,,
FV,3/11/1964,f,003,,
FW,2/6/1964,m,EW,,
FX,3/3/1964,m,W,,
FY,2/27/1964,f,LN,,
FZ,5/20/1964,m,049,,
G00,3/18/1983,m,476,,
G01,2/8/1983,f,909,,
G02,2/22/1983,f,FH,,
G03,2/3/1983,m,528,,
G04,2/21/1983,f,798,,
G05,2/17/1983,m,808,,
G06,2/27/1983,m,587,,
G07,1/21/1983,m,233,642,
G08,1/8/1983,m,950,,
G09,1/4/1983,m,952,647,
G1,2/23/1965,f,R005,,
G10,2/17/1983,f,A47,,
G11,2/15/1983,f,869,,869
G12,5/18/1983,f,498,,
G13,2/25/1983,m,A26,381,
G14,2/14/1983,f,633,,
G15,2/27/1983,m,508,,
G16,1/18/1983,m,829,,
G17,1/14/1983,f,501,,
G18,3/29/1983,m,B59,,
G19,3/11/1983,f,741,,
G2,2/19/1965,f,R,,
G20,2/5/1983,m,953,,953
G21,2/23/1983,m,470,,470
G22,2/15/1983,m,454,,
G23,2/5/1983,m,777,,777
G24,2/10/1983,f,941,,
G25,3/12/1983,f,526,,
G26,2/22/1983,m,898,,
G27,12/25/1982,m,604,647,
G28,12/27/1982,f,854,,
G29,2/18/1983,f,747,,
G3,3/17/1965,f,LH,,
G30,3/18/1983,f,913,,
G31,3/7/1983,f,745,,
G32,2/3/1983,f,258,,
G33,1/30/1983,m,A55,708,
G34,3/18/1983,m,480,,
G35,4/23/1983,f,A57,,
G36,2/18/1983,m,432,,
G37,3/10/1983,m,A67,,
G38,2/10/1983,f,606,,
G39,2/10/1983,f,713,,
G4,3/9/1965,f,DZ,,
G40,2/1/1983,f,670,,
G41,4/11/1983,m,A27,,
G42,1/19/1983,f,692,,
G43,2/5/1983,f,838,,
G44,3/9/1983,m,585,,
G45,2/23/1983,m,Z1,,
G46,2/14/1983,m,633,,
G47,4/23/1983,f,A31,,
G48,3/15/1983,f,729,,
G49,1/24/1983,f,813,,
G5,3/10/1965,m,S,,
G50,3/12/1983,f,763,,
G51,1/18/1983,f,WE,,
G52,2/18/1983,m,A54,,
G53,2/19/1983,m,486,,
G54,2/9/1983,f,A00,,
G55,4/8/1983,m,A14,,
G56,2/25/1983,f,A07,,
G57,4/6/1983,m,A16,,
G58,2/26/1983,m,A02,,
G59,1/2/1983,m,958,,
G6,3/19/1965,m,HP,,
G60,4/18/1983,m,483,,
G61,2/22/1983,f,A58,,
G62,2/24/1983,m,845,,845
G63,1/9/1983,f,842,,
G64,12/25/1982,m,844,,
G65,3/23/1983,f,668,,
G66,2/23/1983,m,725,,
G67,1/29/1983,f,287,,
G68,1/31/1983,f,262,,
G69,1/13/1983,f,9V,,
G7,4/16/1965,m,DL,,
G70,4/26/1983,f,A38,,
G71,2/7/1983,f,701,,
G72,1/29/1983,m,855,,
G73,2/21/1983,f,530,,
G74,3/7/1983,f,234,,
G75,2/25/1983,m,417,,
G76,4/4/1983,m,757,,
G77,3/29/1983,m,936,,
G78,3/8/1983,m,809,,
G79,3/7/1983,m,644,,
G8,3/29/1965,f,AC,,
G80,1/1/1983,f,678,,678
G81,2/22/1983,f,405,708,
G82,4/22/1983,f,660,,
G83,2/9/1983,m,404,689,
G84,4/27/1983,f,XJ,,
G85,4/26/1983,f,885,,
G86,2/15/1983,f,827,,
G87,4/16/1983,f,565,,
G88,4/29/1983,m,810,,
G89,3/11/1983,f,562,,
G9,2/16/1965,m,S002,,
G90,2/4/1983,m,820,,
G91,2/16/1983,m,416,,
G92,4/4/1983,f,682,,
G93,2/4/1983,f,756,,
G94,4/25/1983,f,A22,,
G95,2/7/1983,f,485,,
G96,2/25/1983,f,624,,
G97,3/5/1983,f,9K,,
G98,2/15/1983,f,WF,,
G99,2/1/1983,f,A23,,
GA,4/1/1964,m,DZ,,
GB,2/21/1964,f,CD,,
GC,2/7/1963,f,R013,,
GD,2/3/1964,m,R,,
GE,4/1/1964,f,ND,,
GF,5/14/1964,m,128,,
GG,2/8/1964,f,HD,,
GH,2/18/1964,f,094,,
GI,2/20/1964,f,119,,
GJ,3/20/1964,m,DR,,
GK,2/8/1964,f,BN,,
GL,3/9/1964,f,088,,
GN,3/2/1964,m,AW,,
GO,3/2/1964,m,Z,,
GP,5/4/1964,f,LI,,
GQ,3/17/1964,m,AE,,
GR,3/7/1964,f,IJ,,
GS,3/11/1964,f,R010,,
GT,2/4/1964,f,109,,
GU,4/24/1964,f,074,,
GV,5/2/1964,f,105,,
GW,4/18/1963,m,AC,,
GX,2/28/1964,m,015,,
GY,2/6/1964,f,064,,
GZ,2/1/1964,m,037,,
H,5/16/1960,m,046,,
H00,1/20/1983,m,327,,
H01,3/13/1983,m,616,,
H02,3/6/1983,f,971,742,971
H03,1/19/1983,f,970,,
H04,4/11/1983,m,A82,,
H05,1/1/1983,f,870,,
H07,3/13/1983,m,A64,,
H08,2/7/1983,f,458,,
H09,3/28/1983,f,942,,
H1,3/18/1965,f,BJ,,
H10,2/16/1983,f,554,,
H11,3/29/1983,m,320,,
H12,4/15/1983,f,883,,
H13,2/19/1983,m,617,,
H14,2/10/1983,m,681,,
H15,1/30/1983,f,7H,,
H16,2/25/1983,m,551,,
H17,2/2/1983,m,918,,
H18,2/28/1983,f,686,,
H19,3/26/1983,m,A50,,
H2,3/26/1965,m,LN,,
H20,2/15/1983,f,278,,
H21,4/25/1983,m,625,,
H22,3/4/1983,f,A36,,
H23,2/16/1983,m,704,,
H24,1/19/1983,m,420,,
H25,2/26/1983,m,A03,,
H26,5/2/1983,m,603,,
H3,3/14/1965,f,CD,,
H32,12/18/1983,m,897,,
H35,2/3/1984,f,C19,,
H36,3/24/1984,f,913,,
H37,2/6/1984,m,B85,,
H38,2/19/1984,f,B64,,B64
H4,2/25/1965,f,UQ,,
H40,1/2/1984,m,674,,
H41,2/13/1984,f,808,,
H42,1/13/1984,m,A43,,
H43,1/17/1984,m,673,,
H44,2/2/1984,m,498,,
H45,5/25/1984,f,971,,971
H46,1/10/1984,m,A25,,
H47,3/3/1984,m,898,,
H48,2/4/1984,f,587,,
H49,1/10/1984,m,604,,
H5,5/10/1965,f,114,,
H50,1/8/1984,m,678,,
H51,3/24/1984,m,633,,
H52,1/1/1984,m,896,,
H53,5/25/1984,m,446,,
H54,2/9/1984,f,745,,
H55,1/3/1984,m,233,,
H56,1/3/1984,f,A41,,
H57,12/22/1983,f,803,,
H58,1/27/1984,f,909,,
H59,2/20/1984,m,941,,
H6,4/1/1965,f,JO,,
H60,1/23/1984,f,C16,,
H61,2/22/1984,f,528,,
H62,2/13/1984,m,234,,
H64,1/21/1984,f,953,,953
H65,2/22/1984,f,829,,
H66,2/22/1984,m,530,,
H67,1/23/1984,m,931,,
H68,2/7/1984,m,974,,
H69,1/23/1984,m,573,,
H7,3/22/1965,f,LU,,
H70,1/8/1984,m,929,,
H71,2/12/1984,f,985,,985
H72,3/24/1984,m,725,,
H73,2/13/1984,m,874,,874
H74,2/27/1984,f,B75,722,B75
H75,12/27/1983,f,950,,
H76,2/20/1984,f,B63,,
H77,4/10/1984,m,987,,
H78,1/21/1984,f,965,,
H79,1/6/1984,m,842,,
H8,4/6/1965,m,102,,
H80,1/7/1984,f,710,,
H81,2/13/1984,m,966,,
H82,1/18/1984,f,A65,,
H83,3/23/1984,m,A57,,
H84,1/21/1984,m,572,,
H85,4/19/1984,f,C75,,
H86,1/30/1984,m,A96,,
H87,2/22/1984,m,A58,,
H88,2/3/1984,f,584,,
H89,1/8/1984,m,930,632,
H9,3/5/1965,f,AM,,
H90,2/22/1984,m,C10,,
H91,1/28/1984,m,287,620,
H92,1/25/1984,m,838,,
H93,3/14/1984,m,A71,,
H94,2/25/1984,m,C12,,
H95,3/6/1984,f,C40,,
H96,1/23/1984,f,952,,
H97,2/9/1984,m,693,,
H98,1/23/1984,m,699,,
H99,2/5/1984,m,679,620,679
HA,6/25/1959,f,028,,
HB,2/29/1960,f,109,,
HC,3/21/1960,m,021,,
HD,1/1/1958,f,CD,,
HE,2/12/1959,f,057,,
HG,2/20/1960,m,040,,
HH,2/28/1960,f,069,,
HJ,3/14/1959,f,041,,
HK,3/9/1960,f,076,,
HL,3/22/1960,f,080,,
HM,3/20/1960,m,031,,
HN,1/25/1960,f,037,,
HO,3/23/1960,m,R003,,
HP,3/7/1959,f,031,,
HR,4/10/1959,f,010,,
HS,5/28/1960,f,078,,
HT,5/23/1960,f,R004,,
HU,3/17/1960,m,EK,,
HV,5/26/1960,m,129,,
HW,3/10/1960,f,RB,,
HX,3/5/1960,f,092,,
HY,2/21/1961,f,S016,,
HZ,2/18/1960,m,038,,
I,4/12/1968,m,TU,,
I00,2/4/1984,f,747,,
i0002A,11/11/1999,m,02A,,
i0004A,11/19/1999,m,04A,,
i0005D,1/6/2000,m,05D,,
i0007A,11/11/1999,f,07A,,
i0014c,11/20/1999,f,14C,,
i0015C,12/2/1999,f,15C,,
i0020E,12/14/1999,f,20E,,
i0025D,1/2/2000,m,25D,,
i0030E,12/28/1999,m,30E,,
i0033C,11/27/1999,f,33C,,
i0035B,12/6/1999,m,35B,,
i0035F,12/26/1999,m,35F,,
i0073B,12/14/1999,f,73B,,
i0089A,11/17/1999,m,89A,,
i0095A,1/22/2000,u,95A,,
i00G17,11/23/1999,m,G17,,
i00J29,11/9/1999,m,J29,,
i00K07,12/27/1999,m,K07,,
i00N20,1/5/2000,f,N20,,
i00N40,12/26/1999,f,N40,,
i00O30,12/5/1999,m,O30,,
i00O33,11/29/1999,f,O33,,
i00O35,11/29/1999,f,O35,,
i00O54,12/26/1999,f,O54,,
i00O56,12/25/1999,u,O56,,
i00R65,1/1/2000,u,R65,,
i00S54,12/4/1999,f,S54,,
I00S70,11/24/1999,F,S70,,
i00V37,1/6/2000,m,V37,,
i00V44,12/21/1999,m,V44,,
i00V76,11/29/1999,m,V76,,
i00V80,12/22/1999,f,V80,,
i00V81,1/10/2000,u,V81,,
i00V82,12/25/1999,m,V82,,
i00X34,1/11/2000,f,X34,,
i00X51,11/19/1999,f,X51,,
i00X60,12/20/1999,m,X60,,
i00X86,12/17/1999,m,X86,,
i00Z11,12/19/1999,m,Z11,,
I01,2/22/1984,f,454,,
i0100F,12/20/2000,f,00F,,
i0104A,12/13/2000,m,04A,,
i0104E,12/31/2000,m,04E,,
i0105A,1/22/2001,f,05A,,
i0105D,11/14/2000,m,05D,,
i0112H,12/26/2000,m,12H,,
i0113C,3/6/2001,m,13C,,
I0113D,12/8/2000,f,13D,,
i0114F,12/4/2000,f,14F,,
i0120F,3/20/2001,f,20F,,
I0125D,11/24/2000,f,25D,,
i0128A,2/4/2001,m,28A,,
I0129B,12/18/2000,f,29B,,
I0130E,2/9/2001,m,30E,,
i0132A,1/17/2001,u,32A,,
i0134D,1/29/2001,f,34D,,
i0138E,11/30/2000,m,38E,,
i0138F,11/15/2000,f,38F,,
I0142B-2,12/7/2000,f,42B,,
i0143F,11/20/2000,f,43F,,
i0145F,2/12/2001,u,45F,,
i0147A,11/27/2000,f,47A,,
i0148B,11/29/2000,m,48B,,
i0151B,12/15/2000,m,51B,,
i0155A,11/26/2000,f,55A,,
i0157A,11/30/2000,m,57A,,
i0170B,11/18/2000,f,70B,,
i0170H,11/27/2000,m,70H,,
i0171E,12/17/2000,m,71E,,
i0174B,12/1/2000,f,74B,,
i0174C,11/26/2000,f,74C,,
i0174F,12/1/2000,m,74F,,
i0174H,11/29/2000,m,74H,,
i0176H,1/5/2001,f,76H,,
i0180A,2/4/2001,f,80A,,
i0182A,12/11/2000,f,82A,,
i0183C,1/21/2001,m,83C,,
i0184C,12/6/2000,f,84C,,
i0191A,12/20/2000,f,91A,,
i0191F,3/20/2001,u,91F,,
i0195A,12/27/2000,m,95A,,
i01D82,12/17/2000,f,D82,,
i01E55,1/25/2001,m,E55,,
i01F38,11/21/2000,u,F38,,
i01G80,12/25/2000,m,G80,,
I01H02,12/2/2000,m,H02,,
i01H71,11/20/2000,f,H71,,
i01I50,1/17/2001,m,I50,,
I01J29,12/29/2000,u,J29,,
i01J66,12/17/2000,f,J66,,
i01J71,11/14/2000,f,J71,,
i01K07,12/3/2000,m,K07,,
I01K81,12/21/2000,f,K81,,
i01K84,12/5/2000,f,K84,,
i01L37,1/21/2001,f,L37,,
i01L66,1/28/2001,m,L66,,
i01L97,1/5/2001,f,L97,,
I01N20,11/13/2000,f,N20,,
i01N40,12/24/2000,m,N40,,
i01O30,12/5/2000,m,O30,,
i01O36,1/29/2001,m,O36,,
i01O43,1/21/2001,m,O43,,
i01O56,12/11/2000,m,O56,,
I01O69,12/18/2000,m,O69,,
i01O70,11/21/2000,f,O70,,
i01O75,11/23/2000,f,O75,,
i01R64,1/24/2001,m,R64,,
i01R68,12/17/2000,m,R68,,
i01R79,12/17/2000,m,R79,,
i01S54,12/25/2000,f,S54,,
i01S55,12/5/2000,f,S55,,
i01S59,12/7/2000,m,S59,,
i01S73,12/13/2000,f,S73,,
i01T03,12/14/2000,f,T03,,
I01T28-1,1/1/2001,f,T28,,
I01T28-2,1/1/2001,f,T28,,
i01T85,12/16/2000,f,T85,,
I01UkDec1,12/5/2000,u,Unknown,,
I01UkDec3,12/19/2000,f,Unknown,,
I01UkJan1,1/16/2001,f,Unknown,,
I01UkNov1,11/4/2000,f,Unknown,,
i01V04,3/14/2001,f,V04,,
i01V24,12/12/2000,m,V24,,
i01V36,12/5/2000,m,V36,,
i01V72,3/20/2001,m,V72,,
I01V78,12/15/2000,m,V78,,
i01V82,12/25/2000,f,V82,,
i01V91,12/31/2000,f,V91,,
i01X34,1/2/2001,m,X34,,
i01X37,1/1/2001,m,X37,,
i01X46,1/21/2001,m,X46,,
i01X78,12/7/2000,m,X78,,
i01X87,2/4/2001,m,X87,,
i01Z07,1/2/2001,m,Z07,,
i01Z11,1/9/2001,u,Z11,,
i01Z52,12/17/2000,m,Z52,,
i01Z53,12/26/2000,m,Z53,,
i01Z72,1/7/2001,f,Z72,,
i01Z73,12/13/2000,m,Z73,,
i01Z74,1/9/2001,m,Z74,,
i01Z78,3/20/2001,m,Z78,,
i01Z92,12/7/2000,f,Z92,,
I02,1/23/1984,f,777,,
i0200B,11/5/2001,f,00B,,
I0200F,1/27/2002,u,00F,,
i0203I,1/3/2002,m,03I,,
i0204A,12/2/2001,m,04A,,
I0204E,2/13/2002,m,04E,,
i0205A,1/7/2002,f,05A,,
i0205D,12/2/2001,m,05D,,
i0208F,11/24/2001,m,08F,,
i0213H,11/26/2001,u,13H,,
i0214C,11/14/2001,f,14C,,
i0214F,12/21/2001,m,14F,,
i0214I,1/12/2002,u,14I,,
i0219I,12/26/2001,m,19I,,
i0220E,10/19/2001,f,20E,,
I0220F,5/28/2002,u,20F,,
I0228H,10/22/2001,u,28H,,
I0228I,11/8/2001,u,28I,,
i0229B,3/15/2002,u,29B,,
i0233G,12/3/2001,f,33G,,
i0234D,1/26/2002,u,34D,,
i0238E,12/31/2001,f,38E,,
I0239F,9/18/2001,m,39F,,
i0244B,11/12/2001,m,44B,,
i0246B,11/25/2001,m,46B,,
i0247A,10/30/2001,f,47A,,
I0248B,11/17/2001,u,48B,,
i0251B,11/20/2001,f,51b,,
i0254I,12/26/2001,m,54I,,
i0256D,1/5/2002,m,56D,,
i0257A,11/12/2001,f,57A,,
i0259F,11/27/2001,f,59F,,
i0264H,12/9/2001,f,64H,,
i0267F,11/14/2001,f,67F,,
i0270H,11/28/2001,m,70H,,
i0271E,1/5/2002,f,71E,,
i0272G,11/12/2001,m,72G,,
i0273B,12/1/2001,m,73B,,
I0274F,11/21/2001,u,74F,,
i0274H,11/14/2001,f,74H,,
i0276H,11/18/2001,m,76H,,
i0277H,11/5/2001,f,77H,,
I0278C-1,11/18/2001,f,78C,,
I0278E,10/11/2001,m,78E,,
i0280A,12/26/2001,f,80A,,
i0281B,1/3/2002,m,81B,,
i0281E,11/16/2001,f,81E,,
i0283C,12/26/2001,f,83C,,
i0284C,1/1/2002,m,84C,,
i0285F,11/11/2001,m,85F,,
i0290D,11/25/2001,f,90D,,
i0290G,1/1/2002,m,90G,,
i0291E,1/5/2002,f,91E,,
I0292D,10/8/2001,u,92D,,
i0293D,11/12/2001,f,93D,,
i0294B,12/3/2001,m,94B,,
i0295G,11/12/2001,f,95G,,
I0296G,11/12/2001,f,96G,,
i0298C,11/8/2001,f,98C,,
i0298H,1/2/2002,m,98H,,
i0299A,12/27/2001,u,99A,,
I02F38,11/2/2001,m,F38,,
I02F72,11/18/2001,f,F72,,
i02G43,1/8/2002,m,G43,,
i02I50,12/6/2001,u,I50,,
i02I70,1/17/2002,f,I70,,
i02J66,11/20/2001,f,J66,,
I02J71,10/29/2001,u,J71,,
i02J85,12/15/2001,f,J85,,
i02J89,11/6/2001,m,J89,,
i02K04,3/14/2002,m,K04,,
i02K07,12/2/2001,f,K07,,
i02K81,12/1/2001,f,K81,,
i02K83,11/23/2001,m,K83,,
i02L37,2/14/2002,m,L37,,
i02L80,11/15/2001,m,L80,,
i02L84,11/23/2001,m,L84,,
i02L97,11/24/2001,m,L97,,
i02N05,2/13/2002,m,N05,,
i02N13,10/28/2001,f,N13,,
i02N20,11/23/2001,f,N20,,
i02O30,11/27/2001,m,O30,,
i02O36,12/26/2001,m,O36,,
i02O38,11/17/2001,f,O38,,
i02O44,10/27/2001,m,O44,,
i02O56,2/12/2002,m,O56,,
i02O63,12/25/2001,u,O63,,
i02O70,12/18/2001,m,O70,,
i02O75,12/11/2001,f,O75,,
i02R27,11/23/2001,m,R27,,
i02R64,12/26/2001,u,R64,,
i02R68,12/28/2001,m,R68,,
i02R74,11/11/2001,m,R74,,
i02R78,11/16/2001,f,R78,,
i02R79,12/25/2001,f,R79,,
i02S55,11/18/2001,f,S55,,
i02S59,12/3/2001,m,S59,,
i02T12,11/24/2001,f,T12,,
i02T27,1/12/2002,f,T27,,
i02T85,11/8/2001,f,T85,,
i02V04,1/19/2002,m,V04,,
i02V76,11/26/2001,m,V76,,
i02V81,12/11/2001,m,V81,,
i02V82,1/6/2002,m,V82,,
i02V91,12/9/2001,f,V91,,
i02X20,1/15/2002,m,X20,,
i02X46,11/21/2001,m,X46,,
i02X55,11/6/2001,f,X55,,
i02X78,11/16/2001,m,X78,,
I02x91-1,3/1/2002,f,X91,,
I02X91-2,3/1/2002,f,X91,,
i02Z07,12/9/2001,m,Z07,,
i02Z52,11/24/2001,m,Z52,,
i02Z72,11/26/2001,f,Z72,,
i02Z73,11/27/2001,m,Z73,,
i02Z74,11/26/2001,f,Z74,,
I02Z78,11/27/2001,u,Z78,,
i02Z81,10/19/2001,f,Z81,,
i02Z92,12/19/2001,m,Z92,,
i02Z97,12/25/2001,m,Z97,,
I03,1/7/1984,f,964,,
i0306J,11/25/2002,m,06J,,
i0311C,1/31/2003,f,11C,,
i0311I,12/3/2002,m,11I,,
i0313A,11/4/2002,m,13A,,
i0313D,11/8/2002,m,13D,,
i0321H,12/16/2002,f,21H,,
i0327C,12/25/2002,f,27C,,
I0328G,2/12/2003,m,28G,,
i0328H,11/10/2002,m,28H,,
i0329I,11/17/2002,f,29I,,
i0329J,12/3/2002,f,29J,,
i0331D,12/24/2002,f,31D,,
i0332G,12/9/2002,f,32G,,
i0335B,12/23/2002,f,35B,,
i0335F,11/16/2002,m,35F,,
i0336B,12/3/2002,f,36B,,
i0336D,11/15/2002,m,36D,,
i0336J,11/9/2002,m,36J,,
i0337B,1/5/2003,f,37B,,
